id,ano,nome,UF,partido,categoria,igreja,corp_pentecostal,evangelico,primeira,sexo,capilaridade,filiados,posicao,decil_filiados,decil_deputados,num_votos,perc_votos,perc_agp,perc_agr,perc_com,perc_fin,perc_ind,perc_inf,perc_ser,perc_pf,perc_rp,receita_agp,receita_agr,receita_com,receita_fin,receita_ind,receita_inf,receita_pf,receita_rp,receita_ser,total_receita
579166,2018,LUIS ANTONIO FRANCISCATTO COVATTI,RS,PP,DIREITA,,0,0,0,0,0.882,1444626,0.60,1.00,1.00,102063,0.97,0.97,0.00,0.82,0.00,0.66,0.00,0.86,0.30,0.94,1895692.00,0.00,117500.00,0.00,25000.00,0.00,2100.00,260615.95,100000.00,2400907.95
585595,2018,MARGARETE DE CASTRO COELHO,PI,PP,DIREITA,,0,0,0,1,0.822,1444626,0.60,1.00,1.00,76338,0.96,0.94,0.00,0.37,0.00,0.00,0.92,0.76,0.91,0.00,2304133.33,0.00,3384.00,0.00,0.00,14999.99,63266.00,0.00,36283.20,2422066.52
584848,2018,EDUARDO HENRIQUE DA FONTE DE ALBUQUERQUE SILVA,PE,PP,DIREITA,,0,0,0,0,0.861,1444626,0.60,1.00,1.00,113640,0.98,0.79,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.00,2028933.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4500.00,2033433.15
583936,2018,CARLOS FELIPE VAZQUEZ DE SOUZA LEÃO,BA,PP,DIREITA,,0,0,0,0,0.592,1444626,0.60,1.00,1.00,106592,0.97,0.84,0.90,0.76,0.00,0.83,0.42,0.00,0.00,0.00,1803584.00,225000.00,60000.00,0.00,170000.00,10000.00,0.00,0.00,0.00,2268584.00
585596,2018,IRACEMA MARIA PORTELLA NUNES NOGUEIRA LIMA,PI,PP,DIREITA,,0,0,0,1,0.866,1444626,0.60,1.00,1.00,96277,0.96,0.95,0.00,0.84,0.00,0.00,0.00,0.16,0.43,0.00,2404000.00,0.00,90000.00,0.00,0.00,0.00,5000.00,0.00,1500.00,2500500.00
583937,2018,MÁRIO SILVIO MENDES NEGROMONTE JÚNIOR,BA,PP,DIREITA,,0,0,0,0,0.755,1444626,0.60,1.00,1.00,102512,0.96,0.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1803584.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1803584.00
582634,2018,EVAIR VIEIRA DE MELO,ES,PP,DIREITA,,0,0,0,0,0.860,1444626,0.60,1.00,1.00,48412,0.93,0.89,0.50,0.87,0.00,0.00,0.25,0.00,0.79,0.00,1044839.49,25000.00,35000.00,0.00,0.00,2323.03,37849.86,0.00,0.00,1145012.38
583364,2018,ANTÔNIO PINHEIRO NETO,MG,PP,DIREITA,,0,0,0,0,0.526,1444626,0.60,1.00,1.00,98404,0.98,0.97,0.72,0.38,0.00,0.00,0.65,0.42,0.76,0.00,1847672.05,120000.00,6500.00,0.00,0.00,100000.00,56250.00,0.00,9000.00,2139422.05
583367,2018,DIMAS FABIANO TOLEDO JUNIOR,MG,PP,DIREITA,,0,0,0,0,0.689,1444626,0.60,1.00,1.00,74223,0.97,0.98,0.00,0.13,0.00,0.00,0.00,0.43,0.00,0.00,2357207.40,0.00,1500.00,0.00,0.00,0.00,0.00,0.00,9254.00,2367961.40
584236,2018,ULDURICO ALENCAR PINTO,BA,PPL,DIREITA,,0,0,0,0,0.438,40243,0.35,0.20,0.10,66343,0.92,0.59,0.25,0.00,0.00,0.00,0.00,0.80,0.00,0.00,98000.00,4000.00,0.00,0.00,0.00,0.00,0.00,0.00,135725.90,237725.90
582112,2018,ARNALDO CALIL PEREIRA JARDIM,SP,PPS,CENTRO,,0,0,0,0,0.710,480748,-0.09,0.80,0.40,132363,0.99,0.90,0.70,0.78,0.41,0.78,0.62,0.76,0.62,0.00,1228028.11,450150.00,181000.00,10000.00,235499.99,68000.00,9820.00,0.00,115500.00,2297998.10
582113,2018,ALEX SPINELLI MANENTE,SP,PPS,CENTRO,,0,0,0,0,0.566,480748,-0.09,0.80,0.40,127366,0.99,0.90,0.00,0.32,0.00,0.00,0.68,0.17,0.62,0.00,1248803.11,0.00,6000.00,0.00,0.00,104000.00,10000.00,0.00,2000.00,1370803.11
584975,2018,DANIEL PIRES COELHO,PE,PPS,CENTRO,,0,0,0,0,0.760,480748,-0.09,0.80,0.40,97745,0.97,0.72,0.00,0.92,0.00,0.41,0.59,0.00,0.26,0.00,1302797.57,0.00,106865.32,0.00,15000.00,25000.00,1000.00,0.00,0.00,1450662.89
583114,2018,PAULA MORENO PARO BELMONTE,DF,PPS,CENTRO,,0,0,1,1,1.000,480748,-0.09,0.80,0.40,46069,0.97,0.59,0.00,0.00,0.00,0.00,0.00,0.87,0.00,0.00,100000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2400000.00,2500000.00
582833,2018,JOSIAS MARIO DA VITORIA,ES,PPS,CENTRO,,0,0,0,0,0.924,480748,-0.09,0.80,0.40,74787,0.99,0.83,0.00,0.00,0.00,0.75,0.00,0.49,0.89,0.84,584192.92,0.00,0.00,0.00,27463.00,0.00,66755.00,23223.20,12603.01,714237.13
580313,2018,MARCELO CALERO FARIA GARCIA,RJ,PPS,CENTRO,,0,0,0,0,0.818,480748,-0.09,0.80,0.40,50533,0.98,0.89,0.81,0.83,0.86,0.43,0.73,0.79,0.86,0.00,347886.75,120000.00,127000.00,190000.00,10000.00,102000.00,63735.48,0.00,212100.00,1172722.23
585519,2018,RUBENS BUENO,PR,PPS,CENTRO,,0,0,0,0,0.809,480748,-0.09,0.80,0.40,76471,0.95,0.77,0.00,0.00,0.00,0.00,0.48,0.67,0.57,0.00,1168128.11,0.00,0.00,0.00,0.00,9000.00,12034.00,0.00,79500.00,1268662.11
581818,2018,CARMEN EMILIA BONFA ZANOTTO,SC,PPS,CENTRO,,0,0,0,1,0.838,480748,-0.09,0.80,0.40,84703,0.97,0.88,0.00,0.61,0.00,0.00,0.19,0.48,0.86,0.00,1188128.11,0.00,14490.77,0.00,0.00,1510.92,31576.69,0.00,9000.99,1244707.48
585492,2018,FERNANDO LUCIO GIACOBO,PR,PR,DIREITA,,0,0,0,0,0.598,796942,0.46,0.80,0.80,111384,0.99,0.81,0.00,0.00,0.00,0.81,0.00,0.44,0.65,0.00,2000000.00,0.00,0.00,0.00,150000.00,0.00,20200.00,0.00,12516.81,2182716.81
583711,2018,VINÍCIUS DE AZEVEDO GURGEL,AP,PR,DIREITA,,0,0,0,0,0.990,796942,0.46,0.80,0.80,18818,0.98,0.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1650000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1650000.00
579288,2018,GIOVANI CHERINI,RS,PR,DIREITA,,0,0,0,0,0.908,796942,0.46,0.80,0.80,151719,1.00,0.97,0.00,0.10,0.00,0.00,0.00,0.49,0.42,0.00,2301478.47,0.00,1064.10,0.00,0.00,0.00,4190.00,0.00,7724.40,2314456.97
584384,2018,JAZIEL PEREIRA DE SOUSA,CE,PR,DIREITA,AD,1,1,0,0,0.902,796942,0.46,0.80,0.80,65300,0.90,0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1700000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1700000.00
582121,2018,MARCIO LUIZ ALVINO DE SOUZA,SP,PR,DIREITA,,0,0,0,0,0.611,796942,0.46,0.80,0.80,135844,0.99,0.88,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,958855.00,0.00,0.00,0.00,13.20,0.00,0.00,0.00,0.00,958868.20
581154,2018,VICENTE ALVES DE OLIVEIRA JUNIOR,TO,PR,DIREITA,,0,0,0,0,0.955,796942,0.46,0.80,0.80,49868,0.98,0.86,0.67,0.76,0.01,0.80,0.80,0.65,0.87,0.00,1149984.00,7000.00,20000.00,1500.00,4000.00,42000.00,113500.00,0.00,54500.00,1392484.00
582127,2018,MIGUEL LOMBARDI,SP,PR,DIREITA,,0,0,0,0,0.534,796942,0.46,0.80,0.80,93093,0.97,0.93,0.38,0.60,0.11,0.53,0.00,0.00,0.39,0.28,1921573.75,15000.00,30000.00,1500.00,15000.00,0.00,3000.00,600.00,0.00,1986673.75
586322,2018,LINCOLN DINIZ PORTELA,MG,PR,DIREITA,IURD,1,1,0,0,0.792,796942,0.46,0.80,0.80,105731,0.98,0.96,0.00,0.00,0.00,0.00,0.00,0.28,0.57,0.00,1637750.00,0.00,0.00,0.00,0.00,0.00,13000.00,0.00,4100.00,1654850.00
584012,2018,SÉRGIO TOLEDO DE ALBUQUERQUE,AL,PR,DIREITA,,0,0,0,0,0.912,796942,0.46,0.80,0.80,98201,0.95,0.89,0.00,0.93,0.50,0.00,0.00,0.90,0.91,0.00,1262322.68,0.00,21200.00,5170.00,0.00,0.00,32330.00,0.00,137200.00,1458222.68
582104,2018,LUIZ CARLOS MOTTA,SP,PR,DIREITA,,0,0,0,0,0.692,796942,0.46,0.80,0.80,75218,0.96,0.92,0.00,0.00,0.74,0.00,0.00,0.00,0.00,0.00,1707505.00,0.00,0.00,132000.00,0.00,0.00,0.00,0.00,0.00,1839505.00
582102,2018,KATIA DA SILVA SASTRE,SP,PR,DIREITA,AD,1,1,1,1,0.828,796942,0.46,0.80,0.80,264013,1.00,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.52,1100000.00,0.00,0.00,0.00,0.00,0.00,2000.00,2000.00,0.00,1104000.00
583540,2018,MAGDA MOFATTO HON,GO,PR,DIREITA,,0,0,0,1,0.889,796942,0.46,0.80,0.80,88894,0.97,0.97,0.00,0.42,0.10,0.00,0.16,0.84,0.89,0.00,2000000.00,0.00,15015.00,1100.00,0.00,4200.00,92375.00,0.00,258373.48,2371063.48
582075,2018,PAULO ROBERTO FREIRE DA COSTA,SP,PR,DIREITA,AD,1,1,0,0,0.780,796942,0.46,0.80,0.80,109461,0.98,0.93,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.00,2091765.71,0.00,0.00,0.00,0.00,0.00,2500.00,0.00,0.00,2094265.71
584586,2018,JOAO CARLOS PAOLILO BACELAR FILHO,BA,PR,DIREITA,,0,0,0,0,0.640,796942,0.46,0.80,0.80,84684,0.94,0.85,0.00,0.77,0.00,0.00,0.75,0.62,0.00,0.00,2030553.75,0.00,62000.00,0.00,0.00,140150.00,0.00,0.00,30000.00,2262703.75
582083,2018,FRANCISCO EVERARDO OLIVEIRA SILVA,SP,PR,DIREITA,,0,0,0,0,0.844,796942,0.46,0.80,0.80,453855,1.00,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1203200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1203200.00
584588,2018,JOSE ALVES ROCHA,BA,PR,DIREITA,,0,0,0,0,0.699,796942,0.46,0.80,0.80,84016,0.94,0.81,0.00,0.59,0.00,0.00,0.00,0.00,0.00,0.00,1420310.00,0.00,12289.54,0.00,0.00,0.00,0.00,0.00,0.00,1432599.54
582098,2018,JOSÉ AUGUSTO ROSA,SP,PR,DIREITA,,0,0,0,0,0.835,796942,0.46,0.80,0.80,242327,1.00,0.93,0.00,0.00,0.11,0.00,0.00,0.00,0.72,0.72,2167132.75,0.00,0.00,1500.00,0.00,0.00,16100.00,7620.00,0.00,2192352.75
584884,2018,SEBASTIÃO IGNACIO DE OLIVEIRA JUNIOR,PE,PR,DIREITA,,0,0,0,0,0.825,796942,0.46,0.80,0.80,129978,1.00,0.76,0.00,0.00,0.22,0.00,0.45,0.77,0.86,0.00,1400000.00,0.00,0.00,5000.00,0.00,15500.00,66700.00,0.00,66500.00,1553700.00
581634,2018,JOÃO BOSCO DA COSTA,SE,PR,DIREITA,,0,0,0,0,0.907,796942,0.46,0.80,0.80,47788,0.94,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2130630.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2130630.00
583121,2018,FLAVIA CAROLINA PERES,DF,PR,DIREITA,Outras,0,1,1,1,0.995,796942,0.46,0.80,0.80,121340,1.00,0.86,0.00,0.00,0.00,0.00,0.00,0.29,0.24,0.00,2400000.00,0.00,0.00,0.00,0.00,0.00,1500.00,0.00,2500.00,2404000.00
585090,2018,CRISTIANO DUTRA VALE,PA,PR,DIREITA,Outras,0,1,0,0,0.868,796942,0.46,0.80,0.80,176812,1.00,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.63,891335.63,0.00,0.00,0.00,0.00,0.00,0.00,8000.00,0.00,899335.63
585758,2018,FABIO ABREU COSTA,PI,PR,DIREITA,,0,0,0,0,0.866,796942,0.46,0.80,0.80,132719,1.00,0.92,0.00,0.11,0.34,0.75,0.00,0.50,0.78,1.00,1350560.00,0.00,1500.00,5200.00,5200.00,0.00,20763.00,98331.78,11400.00,1492954.78
582837,2018,LAURIETE RODRIGUES DE JESUS MALTA,ES,PR,DIREITA,AD,1,1,0,1,0.946,796942,0.46,0.80,0.80,51983,0.94,0.97,0.00,0.00,0.00,0.00,0.00,0.40,0.29,0.00,2300000.00,0.00,0.00,0.00,0.00,0.00,3070.00,0.00,9650.00,2312720.00
580292,2018,ALTINEU CORTES FREITAS COUTINHO,RJ,PR,DIREITA,AD,1,1,0,0,0.657,796942,0.46,0.80,0.80,55367,0.98,0.97,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,1366706.70,0.00,1944.71,0.00,0.00,0.00,0.00,0.00,0.00,1368651.41
580270,2018,SORAYA ALENCAR DOS SANTOS,RJ,PR,DIREITA,,0,0,0,1,0.832,796942,0.46,0.80,0.80,48328,0.98,0.99,0.00,0.00,0.00,0.00,0.19,0.00,0.41,0.00,2409096.00,0.00,0.00,0.00,0.00,3000.00,3000.00,0.00,0.00,2415096.00
585263,2018,JOSÉ WELLINGTON ROBERTO,PB,PR,DIREITA,,0,0,0,0,0.894,796942,0.46,0.80,0.80,107465,0.99,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1660000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1660000.00
583218,2018,JOSIMAR CUNHA RODRIGUES,MA,PR,DIREITA,AD,1,1,0,0,0.870,796942,0.46,0.80,0.80,195768,1.00,0.76,0.00,0.62,0.00,0.70,0.68,0.72,0.83,0.00,1907950.00,0.00,21500.00,0.00,9600.00,404076.40,119200.00,0.00,31900.00,2494226.40
579212,2018,EDIO VIEIRA LOPES,RR,PR,DIREITA,,0,0,0,0,0.988,796942,0.46,0.80,0.80,11952,0.97,0.94,0.00,0.00,0.00,0.00,0.00,0.49,0.84,0.12,1800000.00,0.00,0.00,0.00,0.00,0.00,44120.00,1064.00,6000.00,1851184.00
585490,2018,CHRISTIANE DE SOUZA YARED,PR,PR,DIREITA,Outras,0,1,0,1,0.691,796942,0.46,0.80,0.80,107636,0.98,0.82,0.00,0.09,0.00,0.00,0.00,0.00,0.63,0.00,2479092.19,0.00,1293.00,0.00,0.00,0.00,17028.00,0.00,0.00,2497413.19
583220,2018,JOSE LOURENÇO BONFIM JUNIOR,MA,PR,DIREITA,,0,0,0,0,0.790,796942,0.46,0.80,0.80,117033,0.99,0.74,0.00,0.00,0.00,0.00,0.00,0.87,0.00,0.69,1570000.00,0.00,0.00,0.00,0.00,0.00,0.00,14000.00,65912.20,1649912.20
584098,2018,MARCELO RAMOS RODRIGUES,AM,PR,DIREITA,,0,0,0,0,0.938,796942,0.46,0.80,0.80,106805,0.96,0.93,0.00,0.18,0.00,0.00,0.00,0.00,0.19,0.00,1426900.00,0.00,1000.00,0.00,0.00,0.00,1000.00,0.00,0.00,1428900.00
578402,2018,JOÃO DA SILVA MAIA,RN,PR,DIREITA,,0,0,0,0,0.942,796942,0.46,0.80,0.80,93505,0.98,0.89,0.00,0.90,0.58,0.00,0.00,0.84,0.12,0.00,2243270.00,0.00,100000.00,50000.00,0.00,0.00,400.00,0.00,70000.00,2463670.00
585491,2018,LUIZ HILOSHI NISHIMORI,PR,PR,DIREITA,,0,0,0,0,0.755,796942,0.46,0.80,0.80,73344,0.95,0.82,0.67,0.88,0.00,0.00,0.00,0.53,0.69,0.00,2001125.00,130000.00,250000.00,0.00,0.00,0.00,25000.00,0.00,25000.00,2431125.00
583370,2018,LAFAYETTE LUIZ DOORGAL DE ANDRADA,MG,PRB,DIREITA,,0,0,0,0,0.650,398563,0.45,0.70,0.80,103090,0.98,0.96,0.00,0.00,0.31,0.12,0.00,0.76,0.75,0.00,1581330.06,0.00,0.00,10000.00,1500.00,0.00,54180.00,0.00,143400.00,1790410.06
583374,2018,GILBERTO APARECIDO ABRAMO,MG,PRB,DIREITA,IURD,1,1,0,0,0.821,398563,0.45,0.70,0.80,162092,1.00,0.94,0.00,0.00,0.00,0.00,0.00,0.04,0.80,0.00,1410850.26,0.00,0.00,0.00,0.00,0.00,84363.20,0.00,500.00,1495713.46
578460,2018,JOHNATHAN PEREIRA DE JESUS,RR,PRB,DIREITA,IURD,1,1,0,0,1.000,398563,0.45,0.70,0.80,13429,1.00,0.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,945545.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,945545.00
585248,2018,HUGO MOTTA WANDERLEY DA NÓBREGA,PB,PRB,DIREITA,,0,0,0,0,0.841,398563,0.45,0.70,0.80,92468,0.98,0.91,0.01,0.70,0.00,0.00,0.00,0.16,0.61,0.89,899508.16,8000.00,50000.00,0.00,0.00,0.00,7000.00,40000.00,1200.00,1005708.16
578322,2018,MANUEL MARCOS CARVALHO DE MESQUITA,AC,PRB,DIREITA,IURD,1,1,0,0,0.667,398563,0.45,0.70,0.80,7489,0.80,0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,850000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,850000.00
584183,2018,SILAS CÂMARA,AM,PRB,DIREITA,AD,1,1,0,0,0.960,398563,0.45,0.70,0.80,117181,0.98,0.95,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,1532186.39,0.00,0.00,0.00,0.00,0.00,13.20,0.00,0.00,1532199.59
584198,2018,ALBERTO BARROS CAVALCANTE NETO,AM,PRB,DIREITA,Outras,0,1,1,0,0.782,398563,0.45,0.70,0.80,107168,0.97,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.79,0.00,847903.39,0.00,0.00,0.00,0.00,0.00,36500.00,0.00,0.00,884403.39
583793,2018,ALINE PARANHOS VARONIL GURGEL,AP,PRB,DIREITA,IURD,1,1,0,1,1.000,398563,0.45,0.70,0.80,16519,0.97,0.96,0.00,0.15,0.00,0.00,0.00,0.40,0.66,0.00,1952976.22,0.00,1500.00,0.00,0.00,0.00,130000.00,0.00,5500.00,2089976.22
580461,2018,HÉLIO FRANCISCO DA COSTA,SC,PRB,DIREITA,IURD,1,1,1,0,0.899,398563,0.45,0.70,0.80,179307,1.00,0.84,0.00,0.27,0.00,0.00,0.00,0.40,0.61,0.00,786059.86,0.00,2900.00,0.00,0.00,0.00,9000.00,0.00,5913.20,803873.06
581777,2018,VINICIUS RAPOZO DE CARVALHO,SP,PRB,DIREITA,IURD,1,1,0,0,0.467,398563,0.45,0.70,0.80,97862,0.98,0.90,0.44,0.00,0.00,0.00,0.00,0.00,0.27,0.00,1221650.50,20000.00,0.00,0.00,0.00,0.00,1640.00,0.00,0.00,1243290.50
581785,2018,BENEDITO ROBERTO ALVES FERREIRA,SP,PRB,DIREITA,IURD,1,1,0,0,0.367,398563,0.45,0.70,0.80,82097,0.97,0.90,0.00,0.00,0.00,0.00,0.00,0.08,0.86,0.59,1241710.86,0.00,0.00,0.00,0.00,0.00,51500.00,3000.00,1000.00,1297210.86
583657,2018,CLEBER VERDE CORDEIRO MENDES,MA,PRB,DIREITA,AD,1,1,0,0,0.877,398563,0.45,0.70,0.80,101806,0.96,0.67,0.00,0.82,0.50,0.00,0.00,0.83,0.71,0.00,945400.00,0.00,54000.00,10000.00,0.00,0.00,30000.00,0.00,53500.00,1092900.00
581740,2018,MILTON VIEIRA PINTO,SP,PRB,DIREITA,IURD,1,1,0,0,0.444,398563,0.45,0.70,0.80,77413,0.97,0.91,0.00,0.21,0.06,0.00,0.00,0.00,0.66,0.00,1303885.86,0.00,3000.00,1000.00,0.00,0.00,12000.00,0.00,0.00,1319885.86
581573,2018,MARIA DO PARTO MENDES ROSAS,SP,PRB,DIREITA,IURD,1,1,1,1,0.301,398563,0.45,0.70,0.80,71745,0.96,0.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2423442.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2423442.36
583961,2018,SEVERINO DE LIRA PESSÔA,AL,PRB,DIREITA,,0,0,0,0,0.867,398563,0.45,0.70,0.80,70413,0.91,0.80,0.00,0.72,0.00,0.00,0.00,0.00,0.00,0.00,843185.39,0.00,14470.53,0.00,0.00,0.00,0.00,0.00,0.00,857655.92
581586,2018,MARCOS ANTONIO PEREIRA,SP,PRB,DIREITA,IURD,1,1,1,0,0.720,398563,0.45,0.70,0.80,139165,0.99,0.93,0.00,0.00,0.00,0.00,0.00,0.00,0.72,0.00,2480722.48,0.00,0.00,0.00,0.00,0.00,15491.00,0.00,0.00,2496213.48
585374,2018,LUIZ GOULARTE ALVES,PR,PRB,DIREITA,,0,0,0,0,0.487,398563,0.45,0.70,0.80,141730,1.00,0.72,0.00,0.00,0.00,0.58,0.64,0.67,0.71,0.00,650000.00,0.00,0.00,0.00,19500.00,20000.00,27830.00,0.00,76500.00,793830.00
581596,2018,CELSO UBIRAJARA RUSSOMANNO,SP,PRB,DIREITA,,0,0,0,0,0.843,398563,0.45,0.70,0.80,521728,1.00,0.93,0.00,0.00,0.00,0.00,0.00,0.60,0.69,0.00,2115107.85,0.00,0.00,0.00,0.00,0.00,14500.00,0.00,27925.99,2157533.84
585724,2018,JOSE AROLDO SOUZA MARTINS,PR,PRB,DIREITA,IURD,1,1,0,0,0.781,398563,0.45,0.70,0.80,52572,0.92,0.72,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.00,657249.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4050.00,661299.29
579819,2018,ROSANGELA DE SOUZA GOMES,RJ,PRB,DIREITA,IURD,1,1,0,1,0.719,398563,0.45,0.70,0.80,63952,0.99,0.97,0.00,0.00,0.00,0.00,0.00,0.48,0.00,0.00,1433492.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11080.00,1444572.27
579905,2018,JORGE BRAZ DE OLIVEIRA,RJ,PRB,DIREITA,IURD,1,1,0,0,0.643,398563,0.45,0.70,0.80,58113,0.99,0.90,0.00,0.00,0.00,0.00,0.00,0.29,0.82,0.78,384860.00,0.00,0.00,0.00,0.00,0.00,43550.00,13200.00,3300.00,444910.00
582747,2018,JOÃO CAMPOS DE ARAÚJO,GO,PRB,DIREITA,AD,1,1,0,0,0.913,398563,0.45,0.70,0.80,106014,0.98,0.95,0.01,0.00,0.01,0.00,0.01,0.52,0.73,0.00,1517234.77,1300.00,0.00,500.00,0.00,500.00,34280.01,0.00,10500.00,1564314.78
579907,2018,WAGNER MONTES DOS SANTOS,RJ,PRB,DIREITA,,0,0,0,0,0.853,398563,0.45,0.70,0.80,65868,0.99,0.93,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,772322.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,756.00,773078.50
583104,2018,JULIO CESAR RIBEIRO,DF,PRB,DIREITA,IURD,1,1,0,0,1.000,398563,0.45,0.70,0.80,79775,0.99,0.81,0.00,0.85,0.00,0.00,0.00,0.60,0.66,0.00,973819.19,0.00,566140.00,0.00,0.00,0.00,14520.00,0.00,20000.00,1574479.19
579187,2018,ANTONIO CARLOS GOMES DA SILVA,RS,PRB,DIREITA,IURD,1,1,0,0,0.862,398563,0.45,0.70,0.80,103373,0.98,0.89,0.00,0.23,0.00,0.00,0.00,0.33,0.17,0.00,895594.35,0.00,2500.00,0.00,0.00,0.00,770.00,0.00,3900.00,902764.35
584821,2018,OSSESIO JOSE DA SILVA,PE,PRB,DIREITA,IURD,1,1,0,0,0.878,398563,0.45,0.70,0.80,65939,0.94,0.64,0.00,0.30,0.00,0.00,0.00,0.47,0.79,0.00,654699.58,0.00,4740.00,0.00,0.00,0.00,46033.15,0.00,9780.00,715252.73
586526,2018,WAGNER BACH MARTINS,PA,PRB,DIREITA,IURD,1,1,1,0,0.848,398563,0.45,0.70,0.80,158717,0.98,0.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,790711.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,790711.00
584822,2018,SILVIO SERAFIM COSTA FILHO,PE,PRB,DIREITA,,0,0,0,0,0.782,398563,0.45,0.70,0.80,109185,0.98,0.70,0.00,0.33,0.32,0.00,0.93,0.01,0.17,0.00,1018375.69,0.00,5000.00,6000.00,0.00,148000.00,501.25,0.00,50.00,1177926.94
583938,2018,JOÃO INÁCIO RIBEIRO ROMA NETO,BA,PRB,DIREITA,,0,0,0,0,0.650,398563,0.45,0.70,0.80,84455,0.94,0.79,0.00,0.62,0.00,0.00,0.00,0.52,0.51,0.00,1000159.00,0.00,13150.00,0.00,0.00,0.00,5810.00,0.00,21950.00,1041069.00
582715,2018,AMARO ROCHA NASCIMENTO NETO,ES,PRB,DIREITA,IURD,1,1,0,0,0.936,398563,0.45,0.70,0.80,181813,1.00,0.94,0.00,0.00,0.00,1.00,0.00,0.09,0.54,0.00,1365000.00,0.00,0.00,0.00,75000.00,0.00,10494.00,0.00,954.00,1451448.00
583940,2018,MARCIO CARLOS MARINHO,BA,PRB,DIREITA,IURD,1,1,0,0,0.696,398563,0.45,0.70,0.80,95204,0.95,0.84,0.00,0.00,0.00,0.00,0.42,0.00,0.00,0.00,1649271.21,0.00,0.00,0.00,0.00,10000.00,0.00,0.00,0.00,1659271.21
578773,2018,CLARISSA GAROTINHO BARROS ASSED MATHEUS DE OLIVEIRA,RJ,PROS,CENTRO,Presbiteriana,0,1,0,1,0.796,97291,0.05,0.30,0.40,35131,0.95,0.99,0.00,0.00,0.00,0.00,0.00,0.31,0.44,0.00,1977051.50,0.00,0.00,0.00,0.00,0.00,3290.00,0.00,3600.00,1983941.50
583075,2018,FRANCISCO VAIDON OLIVEIRA,CE,PROS,CENTRO,,0,0,0,0,0.516,97291,0.05,0.30,0.40,30392,0.84,0.73,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.00,870686.74,0.00,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,874686.74
582942,2018,WAGNER SOUSA GOMES,CE,PROS,CENTRO,,0,0,0,0,0.933,97291,0.05,0.30,0.40,303593,1.00,0.62,0.00,0.20,0.00,0.00,0.00,0.38,0.69,0.00,300306.60,0.00,1800.00,0.00,0.00,0.00,25023.00,0.00,5616.00,332745.60
586807,2018,WELITON FERNANDES PRADO,MG,PROS,CENTRO,Batista,0,1,0,0,0.678,97291,0.05,0.30,0.40,129199,0.99,0.97,0.00,0.00,0.00,0.00,0.00,0.69,0.64,0.00,1682844.95,0.00,0.00,0.00,0.00,0.00,21800.00,0.00,80741.36,1785386.31
586791,2018,EROS FERREIRA BIONDINI,MG,PROS,CENTRO,,0,0,0,0,0.847,97291,0.05,0.30,0.40,157394,1.00,0.91,0.00,0.29,0.00,0.00,0.41,0.58,0.61,0.00,1072572.11,0.00,4033.33,0.00,0.00,10000.00,17933.34,0.00,30473.82,1135012.60
